url,Données de base,Équipement,Certificats et attestations de conformité,Urbanisme et risques environnementaux,Aménagement intérieur,Cuisine et sanitaires,Description extérieure,Chauffage et énergie
https://immovlan.be/fr/detail/maison/a-vendre/3920/lommel/rbt73248,Normal,Non,160 kWh/m²/an,,,,Ouest,Gaz
https://immovlan.be/fr/detail/terrain/a-vendre/3920/lommel/rbt73247,Non,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/2400/mol/rbt73246,Nouveau,Oui,pas d'application,Non,3,,4,
https://immovlan.be/fr/detail/maison/a-vendre/3945/ham/rbt73245,Excellent,Non,,Non,,,Ouest,Gaz
https://immovlan.be/fr/detail/maison/a-vendre/3900/pelt/rbt73244,Excellent,Non,192 kWh/m²/an,,,,Ouest,Mazout
https://immovlan.be/fr/detail/maison/a-vendre/3580/beringen/rbt73243,Excellent,,"oui, attestation conforme",Non,15,9,,
https://immovlan.be/fr/detail/maison/a-vendre/3583/paal/rbt73242,À rénover,Non,850 kWh/m²/an,,,,4,Mazout
https://immovlan.be/fr/detail/maison/a-vendre/3920/lommel/rbt73241,Normal,Non,20240930-0003393202-RES-1,Non,,,Nord-ouest,Gaz
https://immovlan.be/fr/detail/terrain/a-vendre/3920/lommel/rbt73240,Non,,,,,,,
https://immovlan.be/fr/detail/immeuble-de-rapport/a-vendre/3580/beringen/rbt73239,Normal,Non,166 kWh/m²/an,,,,4,Mazout
https://immovlan.be/fr/detail/maison/a-vendre/3920/lommel/rbt73238,Normal,Non,362 kWh/m²/an,,,,Nord-ouest,Gaz
https://immovlan.be/fr/detail/bien-divers/a-vendre/3580/beringen/rbt73237,Non,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3910/neerpelt/rbt73236,Normal,,108 kWh/m²/an,,,,,
https://immovlan.be/fr/detail/immeuble-de-rapport/a-vendre/9230/wetteren/rbt73235,Non,Non,,,,,2,Electrique
https://immovlan.be/fr/detail/garage/a-vendre/7711/dottignies/vbc91977,À rénover,,,Information non communiquée,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7300/boussu/vbc91976,Normal,Non,402 kWh/m²/an,Information non communiquée,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7012/jemappes/vbc91967,À rénover,,483 kWh/m²/an,,2,1,,
https://immovlan.be/fr/detail/maison/a-vendre/3581/beverlo/rbt73232,Non,,,,2,,4,Gaz
https://immovlan.be/fr/detail/immeuble-de-rapport/a-vendre/8810/lichtervelde/rbt73228,Non,Non,61 kWh/m²/an,Non,2,1,,
https://immovlan.be/fr/detail/appartement/a-vendre/8370/blankenberge/rbt73227,Non,,50 kWh/m²/an,,1,,Non,Gaz
https://immovlan.be/fr/detail/maison/a-vendre/8480/eernegem/rbt73226,Non,Non,461 kWh/m²/an,,3,,,
https://immovlan.be/fr/detail/maison/a-vendre/8530/harelbeke/rbt73225,Non,Non,,Non,3,,,Mazout
https://immovlan.be/fr/detail/maison/a-vendre/8500/courtrai/rbt73224,Non,Non,330 kWh/m²/an,,,1,,
https://immovlan.be/fr/detail/maison/a-vendre/9170/sint-gillis-waas/rbt73223,Normal,,,Non,,1,,
https://immovlan.be/fr/detail/penthouse/a-vendre/8430/middelkerke/rbt73221,Non,Non,197 kWh/m²/an,,1,1,10,
https://immovlan.be/fr/detail/bungalow/a-vendre/8570/anzegem/rbt73220,Non,,473 kWh/m²/an,,,1,,
https://immovlan.be/fr/detail/maison/a-vendre/8200/sint-michiels/rbt73219,Non,,339 kWh/m²/an,,,1,Sud-ouest,Gaz
https://immovlan.be/fr/detail/maison/a-vendre/3120/tremelo/rbt73218,Non,,449 kWh/m²/an,,,1,Sud-ouest,
https://immovlan.be/fr/detail/surface-commerciale/a-vendre/3140/keerbergen/rbt73217,Normal,Non,pas d'application,Information non communiquée,,2,,Gaz
https://immovlan.be/fr/detail/maison/a-vendre/3191/hever/rbt73215,Non,Non,,Non,,1,,
https://immovlan.be/fr/detail/garage/a-vendre/8400/ostende/rwc39954,Normal,,,,,,,
https://immovlan.be/fr/detail/surface-commerciale/a-vendre/1080/molenbeek-saint-jean/vbc91962,Normal,Non,,Non,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1210/saint-josse-ten-noode/vbc91961,Normal,,,Non,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1020/laeken/vbc91960,Normal,,120 kWh/m²/an,Non,2,7 m²,,
https://immovlan.be/fr/detail/appartement/a-vendre/1180/uccle/vbc91958,Non,,,Non,3,,0,
https://immovlan.be/fr/detail/appartement/a-vendre/1180/uccle/vbc91957,Non,,"non, pas d'attestation",,3,,2,
https://immovlan.be/fr/detail/appartement/a-vendre/1180/uccle/vbc91956,Non,,,Non,3,,Oui,
https://immovlan.be/fr/detail/appartement/a-vendre/1180/uccle/vbc91955,Non,Non,,Non,1,,,Non
https://immovlan.be/fr/detail/maison/a-vendre/9300/alost/rbt73212,Excellent,Non,,,3,,1,Non
https://immovlan.be/fr/detail/appartement/a-vendre/7000/mons/vbc91953,Excellent,Oui,86 kWh/m²/an,Non,,,0,
https://immovlan.be/fr/detail/appartement/a-vendre/1050/ixelles/vbc91952,Excellent,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1410/waterloo/vbc91949,À rénover,,667 kWh/m²/an,Pas de risque d’inondation,,Indépendante,,
https://immovlan.be/fr/detail/appartement/a-vendre/8400/ostende/rwc39953,Normal,,182 kWh/m²/an,,,Super équipée,,Gaz
https://immovlan.be/fr/detail/maison/a-vendre/9090/melle/rbt73208,À rénover,,456 kWh/m²/an,,,1,3,
https://immovlan.be/fr/detail/maison/a-vendre/7141/carnieres/vbc91948,À rénover,,,Information non communiquée,,1,4,Non specifié
https://immovlan.be/fr/detail/ferme/a-vendre/9880/aalter/rbt73195,Non,,1406 kWh/m²/an,Non,2,1,2617 m²,Non
https://immovlan.be/fr/detail/appartement/a-vendre/2650/edegem/rbt73194,Excellent,Non,183 kWh/m²/an,Non,,7 m²,,Non
https://immovlan.be/fr/detail/penthouse/a-vendre/1160/auderghem/vbc91947,Normal,Oui,205 kWh/m²/an,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8500/courtrai/rbt73193,Normal,,,Oui,,Super équipée,2,Gaz
https://immovlan.be/fr/detail/appartement/a-vendre/2340/beerse/rbt73191,Excellent,,,Non,,1,,
https://immovlan.be/fr/detail/maison/a-vendre/6940/durbuy/vbc91945,À rénover,Non,443 kWh/m²/an,Pas de risque d’inondation,4,1,Nord-ouest,Mazout
https://immovlan.be/fr/detail/maison/a-vendre/3120/tremelo/rbt73190,1972,,431 kWh/m²/an,,3,Equipée,,
https://immovlan.be/fr/detail/maison/a-vendre/2560/kessel/rbt73187,À rénover,,974 kWh/m²/an,,,1,,
https://immovlan.be/fr/detail/maison/a-vendre/6530/thuin/vbc91944,À rénover,,453 kWh/m²/an,,,,2,
https://immovlan.be/fr/detail/maison/a-vendre/6280/gougnies/vbc91943,À rénover,Non,457 kWh/m²/an,,,,,Non specifié
https://immovlan.be/fr/detail/appartement/a-vendre/2570/duffel/rbt73184,Normal,Non,203 kWh/m²/an,,,1,Nord-ouest,Gaz
https://immovlan.be/fr/detail/bungalow/a-vendre/2570/duffel/rbt73176,À rénover,Non,801 kWh/m²/an,,,1,Nord-ouest,Gaz
https://immovlan.be/fr/detail/villa/a-vendre/2570/duffel/rbt73173,Normal,,308 kWh/m²/an,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3512/stevoort/rbt73172,Nouveau,,,"Zone d'habitat (résidentiel, urbain ou rural)",4,2,4,
https://immovlan.be/fr/detail/maison/a-vendre/3500/hasselt/rbt73171,Nouveau,,,,4,1,,
https://immovlan.be/fr/detail/bureaux/a-vendre/3590/diepenbeek/rbt73170,Non,,435 kWh/m²/an,,,,Oui,Double vitrage
https://immovlan.be/fr/detail/garage/a-vendre/1000/bruxelles/rbt73169,Non,,,Information non communiquée,,,2,
https://immovlan.be/fr/detail/penthouse/a-vendre/1000/bruxelles/rbt73168,Non,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3010/kessel-lo/rbt73166,Excellent,Oui,166 kWh/m²/an,,,,Oui,
https://immovlan.be/fr/detail/fonds-de-commerce/a-vendre/8670/oostduinkerke/rbt73165,Excellent,Oui,,,Non,,177 m²,
https://immovlan.be/fr/detail/maison/a-vendre/8670/coxyde/rbt73164,Excellent,,,,3,2,4,Oui
https://immovlan.be/fr/detail/surface-industrielle/a-vendre/7333/tertre/vbc91939,Normal,,"non, pas d'attestation",Information non communiquée,,,396 m²,
https://immovlan.be/fr/detail/immeuble-de-rapport/a-vendre/2220/heist-op-den-berg/rbt73162,Non,,354 kWh/m²/an,"Zone d'habitat (résidentiel, urbain ou rural)",2,2,1,
https://immovlan.be/fr/detail/maison/a-vendre/2580/beerzel/rbt73161,Non,,,,,1,,
https://immovlan.be/fr/detail/maison/a-vendre/2580/beerzel/rbt73160,Non,,196 kWh/m²/an,"Zone d'habitat (résidentiel, urbain ou rural)",,,4,
https://immovlan.be/fr/detail/villa/a-vendre/2801/heffen/rbt73157,Normal,Non,,Oui,,,Nord,Non specifié
https://immovlan.be/fr/detail/appartement/a-vendre/3590/diepenbeek/rbt73155,Non,Oui,,,2,,1,Non specifié
https://immovlan.be/fr/detail/appartement/a-vendre/3590/diepenbeek/rbt73154,Non,Oui,,,1,,2,Non specifié
https://immovlan.be/fr/detail/maison/a-vendre/8870/izegem/rbt73153,Excellent,,,"Zone d'habitat (résidentiel, urbain ou rural)",4,2,4,
https://immovlan.be/fr/detail/appartement/a-vendre/8780/oostrozebeke/rbt73149,Excellent,,120 kWh/m²/an,,2,,,
https://immovlan.be/fr/detail/maison/a-vendre/8870/izegem/rbt73148,À rénover,,1026 kWh/m²/an,,3,,,Mazout
https://immovlan.be/fr/detail/appartement/a-vendre/1800/peutie/rbt73146,Excellent,,,,,9 m²,2,
https://immovlan.be/fr/detail/maison/a-vendre/9280/lebbeke/rbt73145,Excellent,,,,4,,3,
https://immovlan.be/fr/detail/appartement/a-vendre/8700/tielt/rbt73144,Excellent,,,"Zone d'habitat (résidentiel, urbain ou rural)",3,1,3,
https://immovlan.be/fr/detail/maison/a-vendre/8700/tielt/rbt73143,À rénover,,878 kWh/m²/an,,,1,2,
https://immovlan.be/fr/detail/appartement/a-vendre/3830/wellen/rbt73141,Nouveau,Oui,"oui, attestation conforme","Zone d'habitat (résidentiel, urbain ou rural)",,,,
https://immovlan.be/fr/detail/appartement/a-vendre/3830/wellen/rbt73140,Nouveau,,,,2,1,2,Oui
https://immovlan.be/fr/detail/appartement/a-vendre/3830/wellen/rbt73139,Nouveau,Oui,"oui, attestation conforme","Zone d'habitat (résidentiel, urbain ou rural)",3,,,
https://immovlan.be/fr/detail/penthouse/a-vendre/2100/deurne/rbt73138,Normal,,,Non,,1,,
https://immovlan.be/fr/detail/maison/a-vendre/2980/halle/rbt73137,Normal,Non,,Non,,,Nord-est,Gaz
https://immovlan.be/fr/detail/maison/a-vendre/9100/sint-niklaas/rbt73136,Non,,171 kWh/m²/an,"Zone d'habitat (résidentiel, urbain ou rural)",4,,5 m,
https://immovlan.be/fr/detail/maison/a-vendre/8870/izegem/rbt73135,Excellent,,,,,1,2,
https://immovlan.be/fr/detail/maison/a-vendre/9690/kluisbergen/rbt73134,Excellent,,339 kWh/m²/an,"Zone d'habitat (résidentiel, urbain ou rural)",3,1,,
https://immovlan.be/fr/detail/maison/a-vendre/8650/houthulst/rbt73133,Nouveau,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,4,
https://immovlan.be/fr/detail/appartement/a-vendre/8800/roeselare/rbt73132,Excellent,,,,2,,,
https://immovlan.be/fr/detail/garage/a-vendre/8800/roeselare/rbt73131,Non,,,"Zone, info non disponible",,,,
https://immovlan.be/fr/detail/garage/a-vendre/8800/roeselare/rbt73130,Non,,,"Zone, info non disponible",,,,
https://immovlan.be/fr/detail/maison/a-vendre/7503/froyennes/rbt73128,À rénover,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2930/brasschaat/rbt73127,Remis à neuf,,103 kWh/m²/an,,4,1,,
https://immovlan.be/fr/detail/appartement/a-vendre/9080/lochristi/rbt73126,Nouveau,Oui,"oui, attestation conforme","Zone, info non disponible",2,,,Oui
https://immovlan.be/fr/detail/appartement/a-vendre/9080/zeveneken/rbt73125,Nouveau,Oui,,,1,1,,Oui
https://immovlan.be/fr/detail/maison/a-vendre/8760/meulebeke/rbt73124,Excellent,,,"Zone d'habitat (résidentiel, urbain ou rural)",3,1,3,Oui
https://immovlan.be/fr/detail/loft/a-vendre/9300/alost/rbt73123,Excellent,Oui,,,,2,,Oui
https://immovlan.be/fr/detail/bureaux/a-vendre/9310/moorsel/rbt73122,Excellent,,,"Zone d'habitat (résidentiel, urbain ou rural)",,2,Oui,Oui
https://immovlan.be/fr/detail/bureaux/a-vendre/9300/alost/rbt73121,Excellent,,,"Zone d'habitat (résidentiel, urbain ou rural)",,2,Oui,Oui
https://immovlan.be/fr/detail/bureaux/a-vendre/9300/alost/rbt73120,Non,,"oui, attestation conforme","Zone d'habitat (résidentiel, urbain ou rural)",Non,,,
https://immovlan.be/fr/detail/surface-industrielle/a-vendre/8000/bruges/rbt73119,Excellent,,,Oui,,,14423 m²,
https://immovlan.be/fr/detail/surface-industrielle/a-vendre/8000/bruges/rbt73118,Excellent,,,Oui,,,14423 m²,
https://immovlan.be/fr/detail/appartement/a-vendre/2140/borgerhout/rbt73112,À rénover,Oui,,Non,,,2,Mazout
https://immovlan.be/fr/detail/appartement/a-vendre/2610/wilrijk/rbt73108,Normal,,151 kWh/m²/an,,,1,,
https://immovlan.be/fr/detail/surface-industrielle/a-vendre/9690/kluisbergen/rbt73066,Non,,"non, pas d'attestation",Oui,Non,,,
https://immovlan.be/fr/detail/surface-industrielle/a-vendre/9690/kluisbergen/rbt73065,Non,,"non, pas d'attestation",Oui,Non,,,
https://immovlan.be/fr/detail/surface-industrielle/a-vendre/9690/kluisbergen/rbt73064,Non,,"non, pas d'attestation",Oui,Non,,,
https://immovlan.be/fr/detail/surface-industrielle/a-vendre/9690/kluisbergen/rbt73063,Non,,"non, pas d'attestation",Oui,Non,,,
https://immovlan.be/fr/detail/immeuble-de-rapport/a-vendre/6880/cugnon/rbt73054,Nouveau,,,,,,0,
https://immovlan.be/fr/detail/maison/a-vendre/3920/lommel/rbt73053,Nouveau,,,,3,,,Oui
https://immovlan.be/fr/detail/appartement/a-vendre/8310/sint-kruis/rbt73051,Normal,,,Non,,1,,
https://immovlan.be/fr/detail/maison/a-vendre/9900/eeklo/rbt73049,Excellent,,276 kWh/m²/an,Zone d'extension d'habitat,4,1,,Gaz
https://immovlan.be/fr/detail/appartement/a-vendre/8420/de-haan/rbt73048,Excellent,,336 kWh/m²/an,"Zone, info non disponible",1,1,1,
https://immovlan.be/fr/detail/appartement/a-vendre/8420/de-haan/rbt73047,Excellent,,388 kWh/m²/an,"Zone d'habitat d'intérêt culturel, historique et/ou esthétique",4,2,1,
https://immovlan.be/fr/detail/appartement/a-vendre/8420/de-haan/rbt73046,Excellent,Oui,112 kWh/m²/an,"Zone, info non disponible",1,,0,
https://immovlan.be/fr/detail/maison/a-vendre/9290/berlare/rbt73045,Nouveau,,"oui, attestation conforme","Zone d'habitat (résidentiel, urbain ou rural)",5,1,3,
https://immovlan.be/fr/detail/maison/a-vendre/9290/berlare/rbt73044,Nouveau,,"oui, attestation conforme","Zone d'habitat (résidentiel, urbain ou rural)",5,1,3,
https://immovlan.be/fr/detail/maison/a-vendre/9290/berlare/rbt73043,Nouveau,,"oui, attestation conforme","Zone d'habitat (résidentiel, urbain ou rural)",5,1,3,
https://immovlan.be/fr/detail/maison/a-vendre/9290/berlare/rbt73042,Nouveau,,"oui, attestation conforme","Zone d'habitat (résidentiel, urbain ou rural)",5,1,3,
https://immovlan.be/fr/detail/maison/a-vendre/9290/berlare/rbt73041,Nouveau,,"oui, attestation conforme","Zone d'habitat (résidentiel, urbain ou rural)",5,1,3,
https://immovlan.be/fr/detail/maison/a-vendre/9290/berlare/rbt73040,Nouveau,,"oui, attestation conforme","Zone d'habitat (résidentiel, urbain ou rural)",5,1,3,
https://immovlan.be/fr/detail/maison/a-vendre/8370/blankenberge/rbt73033,Excellent,,195 kWh/m²/an,"Zone d'habitat (résidentiel, urbain ou rural)",,,2,
https://immovlan.be/fr/detail/maison/a-vendre/3270/scherpenheuvel/rbt73032,À rénover,,450 kWh/m²/an,,,1,,
https://immovlan.be/fr/detail/maison/a-vendre/6460/chimay/vbc91935,Non,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8700/tielt/rbt73030,Non,Oui,,,,,0,
https://immovlan.be/fr/detail/appartement/a-vendre/8500/courtrai/rbt73029,Nouveau,,,,1,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8500/courtrai/rbt73028,Nouveau,,"non, pas d'attestation","Zone d'habitat (résidentiel, urbain ou rural)",2,,,
https://immovlan.be/fr/detail/maison/a-vendre/8500/courtrai/rbt73027,Nouveau,,,,,,2,
https://immovlan.be/fr/detail/villa/a-vendre/2820/rijmenam/rbt73026,Non,Oui,96 kWh/m²/an,,,,Oui,Oui
https://immovlan.be/fr/detail/maison/a-vendre/9290/berlare/rbt73025,Excellent,,,"Zone d'habitat (résidentiel, urbain ou rural)",4,,4,
https://immovlan.be/fr/detail/terrain-a-batir/a-vendre/6001/marcinelle/vwd13941,A l’acte,,,Non,,,428 m²,
https://immovlan.be/fr/detail/terrain-a-batir/a-vendre/1840/londerzeel/rbt73022,Non,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3050/oud-heverlee/rbt73021,Normal,,57 kWh/m²/an,,5,2,,Oui
https://immovlan.be/fr/detail/terrain/a-vendre/4800/lambermont/vbc91934,Non,,,Information non communiquée,,,19696 m²,
https://immovlan.be/fr/detail/maison/a-vendre/9000/gand/rbt73020,À rénover,Non,,,4,,Sud-est,Gaz
https://immovlan.be/fr/detail/maison/a-vendre/2100/deurne/rbt73019,Normal,,,Information non communiquée,4,2,,
https://immovlan.be/fr/detail/maison/a-vendre/2990/wuustwezel/rbt73018,Normal,,,Non,3,1,,
https://immovlan.be/fr/detail/maison/a-vendre/9402/meerbeke/rbt73017,Non,Non,497 kWh/m²/an,"Zone d'habitat (résidentiel, urbain ou rural)",1,,Nord,Electrique
https://immovlan.be/fr/detail/appartement/a-vendre/7380/quievrain/vbc91933,Non,,392 kWh/m²/an,Pas de risque d’inondation,2,,,
https://immovlan.be/fr/detail/maison/a-vendre/7390/quaregnon/vbc91932,Non,,,,4,1,,
https://immovlan.be/fr/detail/maison/a-vendre/7000/mons/vbc91931,Non,Non,600 kWh/m²/an,Pas de risque d’inondation,,,Sud-est,Gaz
https://immovlan.be/fr/detail/maison/a-vendre/7600/peruwelz/vbc91930,Non,Non,,,,,Nord,
https://immovlan.be/fr/detail/maison/a-vendre/7390/quaregnon/vbc91929,Normal,Non,,,,,2,Gaz
https://immovlan.be/fr/detail/appartement/a-vendre/1120/neder-over-heembeek/rbt73015,Normal,Oui,,Information non communiquée,2,,1,Electrique
https://immovlan.be/fr/detail/maison/a-vendre/5530/yvoir/vbc91926,Non,Non,298 kWh/m²/an,Information non communiquée,,,4,Gaz
https://immovlan.be/fr/detail/surface-commerciale/a-vendre/5100/jambes/vbc91925,Non,Non,,,,1,Ouest,Electrique
https://immovlan.be/fr/detail/appartement/a-vendre/7890/wodecq/vbc91923,Non,Non,,,1,,Nord,
https://immovlan.be/fr/detail/maison/a-vendre/6870/saint-hubert/vbc91920,Normal,,234 kWh/m²/an,Information non communiquée,,2,,
https://immovlan.be/fr/detail/penthouse/a-vendre/1970/wezembeek-oppem/vbc91919,Excellent,,93 kWh/m²/an,Classe A: pas d'inondation modéliséeClasse B: faible risque d'inondation sous le changement climatique de 2050Classe C: faible risque d'inondation sous le climat actuelClasse D: risque moyen d'inondation sous le climat actuel,,Super équipée,,Oui
https://immovlan.be/fr/detail/terrain/a-vendre/3580/beringen/rbt73004,Non,,,Zone d'extension d'habitat,,,4767 m²,
https://immovlan.be/fr/detail/terrain-agricole/a-vendre/3580/beringen/rbt73003,Non,,,Non,,,7800 m²,
https://immovlan.be/fr/detail/maison/a-vendre/2490/balen/rbt73002,Nouveau,Non,,,,1,Sud,Gaz
https://immovlan.be/fr/detail/maison/a-vendre/7370/dour/vbc91918,À rénover,Non,,Pas de risque d’inondation,2,,Sud,Gaz
https://immovlan.be/fr/detail/surface-commerciale/a-vendre/1050/ixelles/vbc91917,Non,Non,pas d'application,Information non communiquée,,1,Oui,
https://immovlan.be/fr/detail/immeuble-de-rapport/a-vendre/1180/uccle/vbc91916,Non,Non,439 kWh/m²/an,Information non communiquée,,,2,Non specifié
https://immovlan.be/fr/detail/appartement/a-vendre/1000/bruxelles/vbc91915,Non,Oui,249 kWh/m²/an,Information non communiquée,3,1,1,Gaz
https://immovlan.be/fr/detail/appartement/a-vendre/1190/forest/vbc91913,À rénover,Non,205 kWh/m²/an,,1,,12,Gaz
https://immovlan.be/fr/detail/maison/a-vendre/6940/durbuy/vbc91912,Non,Non,,Pas de risque d’inondation,,,Nord-ouest,Mazout
https://immovlan.be/fr/detail/maison/a-vendre/3090/overijse/rbt72995,Nouveau,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/3090/overijse/rbt72994,Normal,,,Non,4,2,,
https://immovlan.be/fr/detail/maison/a-vendre/3040/huldenberg/rbt72993,Normal,,,,6,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1090/jette/vbc91910,Normal,,186 kWh/m²/an,Information non communiquée,2,1,,
https://immovlan.be/fr/detail/maison/a-vendre/1070/anderlecht/vbc91909,À rénover,,391 kWh/m²/an,Information non communiquée,4,1,,
https://immovlan.be/fr/detail/maison/a-vendre/1070/anderlecht/vbc91908,À rénover,,362 kWh/m²/an,Information non communiquée,4,1,,
https://immovlan.be/fr/detail/garage/a-vendre/1030/schaerbeek/vbc91906,Non,,,Information non communiquée,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9200/grembergen/rbt72991,Normal,Non,,Non,,,Oui,Mazout
https://immovlan.be/fr/detail/maison/a-vendre/7370/dour/vbc91905,Normal,,,,3,,4,
https://immovlan.be/fr/detail/maison/a-vendre/3665/as/rbt72988,À rénover,,521 kWh/m²/an,Classe A: pas d'inondation modéliséeClasse B: faible risque d'inondation sous le changement climatique de 2050Classe C: faible risque d'inondation sous le climat actuelClasse D: risque moyen d'inondation sous le climat actuel,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4170/comblain-au-pont/vbc91904,Normal,,,Information non communiquée,3,,,
https://immovlan.be/fr/detail/villa/a-vendre/2820/bonheiden/rbt72987,À rénover,,165 kWh/m²/an,,6,,,Oui
https://immovlan.be/fr/detail/appartement/a-vendre/1170/watermael-boitsfort/vbc91903,Excellent,,126 kWh/m²/an,,3,1,,Mazout
https://immovlan.be/fr/detail/maison/a-vendre/2020/anvers/rbt72986,Normal,,526 kWh/m²/an,Oui,2,1,,
https://immovlan.be/fr/detail/appartement/a-vendre/2600/berchem/rbt72984,Normal,Non,,,,,1,Gaz
https://immovlan.be/fr/detail/maison/a-vendre/2020/anvers/rbt72983,Normal,,241 kWh/m²/an,Non,4,2,,
https://immovlan.be/fr/detail/maison/a-vendre/2930/brasschaat/rbt72982,Normal,Non,380 kWh/m²/an,,,,Sud-ouest,Gaz
https://immovlan.be/fr/detail/surface-commerciale/a-vendre/1050/ixelles/vbc91902,Non,,,,Non,,,
https://immovlan.be/fr/detail/bungalow/a-vendre/2230/herselt/rbt72981,Normal,,641 kWh/m²/an,,2,Super équipée,4,
https://immovlan.be/fr/detail/appartement/a-vendre/1070/anderlecht/vbc91900,Normal,Oui,175 kWh/m²/an,,,Super équipée,2,Gaz
https://immovlan.be/fr/detail/appartement/a-vendre/1070/anderlecht/vbc91899,Excellent,Oui,229 kWh/m²/an,,2,Super équipée,1,Gaz
https://immovlan.be/fr/detail/maison/a-vendre/7170/bois-d-haine/vbc91898,Normal,Oui,252 kWh/m²/an,Information non communiquée,3,,4,Oui
https://immovlan.be/fr/detail/maison/a-vendre/9700/audenarde/rbt72980,Normal,Non,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7012/flenu/vbc91897,À rénover,,,Pas de risque d’inondation,,,Ouest,Gaz
https://immovlan.be/fr/detail/appartement/a-vendre/1050/ixelles/vbc91895,Normal,,,Pas de risque d’inondation,,Super équipée,,Gaz
https://immovlan.be/fr/detail/appartement/a-vendre/1050/ixelles/vbc91893,Excellent,Oui,,Non,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1933/sterrebeek/vbc91891,Excellent,Oui,143 kWh/m²/an,,,Super équipée,4,
https://immovlan.be/fr/detail/villa/a-vendre/4342/hognoul/vbc91889,À rénover,,,Non,,1,,
https://immovlan.be/fr/detail/appartement/a-vendre/1853/strombeek-bever/vbc91888,Normal,Oui,,Information non communiquée,2,Equipée,2,
https://immovlan.be/fr/detail/maison/a-vendre/3080/tervuren/vbc91887,À rénover,Non,507 kWh/m²/an,,4,,,Gaz
https://immovlan.be/fr/detail/chalet/a-vendre/6940/durbuy/vbc91885,Normal,,,,,1,Sud-est,Non specifié
https://immovlan.be/fr/detail/maison/a-vendre/3920/lommel/rbt72968,Normal,Non,"non, pas d'attestation",Non,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4630/micheroux/vbc91884,Non,,,,3,1,,
https://immovlan.be/fr/detail/maison/a-vendre/9900/eeklo/rbt72967,Remis à neuf,Non,10 kWh/m²/an,,,1,,Gaz
https://immovlan.be/fr/detail/terrain/a-vendre/7800/ath/vbc91883,,,,,,,50000 m²,
https://immovlan.be/fr/detail/garage/a-vendre/7940/brugelette/vbc91882,Normal,,,Non,,,170 m²,
https://immovlan.be/fr/detail/maison/a-vendre/8000/bruges/rwc39952,Normal,,444 kWh/m²/an,Classe A: pas d'inondation modéliséeClasse B: faible risque d'inondation sous le changement climatique de 2050Classe C: faible risque d'inondation sous le climat actuelClasse D: risque moyen d'inondation sous le climat actuel,,Equipée,Oui,
https://immovlan.be/fr/detail/maison/a-vendre/1180/uccle/vbc91881,À rénover,Non,,Non,,2,,
https://immovlan.be/fr/detail/maison/a-vendre/8500/courtrai/rbt72966,Remis à neuf,Non,,Non,3,1,,Oui
https://immovlan.be/fr/detail/studio/a-vendre/1000/bruxelles/vbc91880,À rénover,,,,1,,6,Gaz
https://immovlan.be/fr/detail/rez-de-chaussee/a-vendre/1160/auderghem/vbc91879,Normal,Oui,"non, pas d'attestation",Pas de risque d’inondation,,1,0,
https://immovlan.be/fr/detail/bureaux/a-vendre/1160/auderghem/vbc91878,Normal,,1,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1140/evere/vbc91877,Excellent,Oui,,,,1,,Double vitrage
https://immovlan.be/fr/detail/maison/a-vendre/7370/dour/vbc91875,Nouveau,Non,"oui, attestation conforme",Pas de risque d’inondation,4,6 m²,,Oui
https://immovlan.be/fr/detail/maison/a-vendre/7380/quievrain/vbc91874,Normal,Non,302 kWh/m²/an,Pas de risque d’inondation,3,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1050/ixelles/vbc91873,Excellent,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1190/forest/vbc91872,Remis à neuf,Oui,,Pas de risque d’inondation,1,,Sud,
https://immovlan.be/fr/detail/studio/a-vendre/1000/bruxelles/vbc91871,Normal,,,Pas de risque d’inondation,0,1,0,
https://immovlan.be/fr/detail/maison/a-vendre/9308/gijzegem/rbt72963,Excellent,Non,,,3,,1,Non
https://immovlan.be/fr/detail/penthouse/a-vendre/6032/mont-sur-marchienne/vbc91870,Normal,Oui,,,2,,,
